socks5://134.199.159.23:1080,AU,Unknown
socks5://152.53.171.242:15419,AU,Unknown
socks5://152.53.171.242:31034,AU,Unknown
socks5://152.53.171.242:59153,AU,Unknown
socks5://152.53.171.242:21461,AU,Unknown
socks5://152.53.171.242:13133,AU,Unknown
socks5://152.53.171.242:15979,AU,Unknown
socks5://152.53.171.242:10006,AU,Unknown
socks5://152.53.171.242:12265,AU,Unknown
socks5://152.53.171.242:34567,AU,Unknown
http://103.62.50.130:443,AU,Unknown
http://103.62.50.130:9443,AU,Unknown
http://114.111.151.41:443,AU,Unknown
http://103.18.205.163:8080,AU,Unknown
http://72.10.164.178:18117,AU,Unknown
