socks5://62.60.131.182:4115,CL,Unknown
socks5://36.255.98.161:4139,CL,Unknown
socks5://62.60.131.197:4225,CL,Unknown
socks5://36.255.98.184:4181,CL,Unknown
socks5://62.60.131.189:4387,CL,Unknown
socks5://62.60.131.180:4192,CL,Unknown
socks5://62.60.131.179:4173,CL,Unknown
socks5://62.60.131.196:4183,CL,Unknown
socks5://62.60.131.190:4064,CL,Unknown
socks5://36.255.98.169:4362,CL,Unknown
socks5://62.60.131.188:4024,CL,Unknown
socks5://62.60.131.188:4057,CL,Unknown
socks5://62.60.131.179:4124,CL,Unknown
http://152.230.215.123:443,CL,Unknown
http://200.39.139.65:999,CL,Unknown
http://200.95.184.50:999,CL,Unknown
http://190.54.100.74:8080,CL,Unknown
http://204.199.139.75:999,CL,Unknown
http://45.225.207.183:999,CL,Unknown
