http://124.106.116.34:1337,PH,Unknown
http://119.93.87.65:8080,PH,Unknown
http://222.127.55.155:8082,PH,Unknown
http://222.127.55.214:5050,PH,Unknown
http://103.84.177.30:8083,PH,Unknown
http://112.198.138.14:8082,PH,Unknown
http://120.28.192.179:5050,PH,Unknown
http://124.105.36.193:8082,PH,Unknown
http://126.209.18.46:8082,PH,Unknown
http://112.203.51.44:8082,PH,Unknown
http://49.147.70.206:8082,PH,Unknown
http://124.107.173.219:8082,PH,Unknown
http://27.49.68.66:9999,PH,Unknown
http://222.127.77.167:8085,PH,Unknown
http://222.127.68.126:8080,PH,Unknown
http://143.44.191.21:8082,PH,Unknown
http://119.93.14.61:8082,PH,Unknown
http://49.146.145.195:8082,PH,Unknown
http://49.145.125.122:9999,PH,Unknown
http://122.3.52.40:8081,PH,Unknown
http://112.198.130.142:8081,PH,Unknown
http://49.146.238.76:8080,PH,Unknown
http://165.101.102.30:8081,PH,Unknown
http://203.20.42.49:8082,PH,Unknown
http://195.86.215.2:3128,PH,Unknown
http://124.105.102.143:8081,PH,Unknown
http://8.220.188.140:8080,PH,Unknown
