socks5://203.189.135.140:1080,KH,Unknown
socks5://124.248.177.43:1080,KH,Unknown
socks5://202.62.50.222:1080,KH,Unknown
socks5://203.189.135.73:1080,KH,Unknown
socks5://202.79.26.242:1080,KH,Unknown
socks5://124.248.191.117:1080,KH,Unknown
socks5://203.189.154.223:1080,KH,Unknown
socks4://36.37.203.215:4153,KH,Unknown
http://103.118.46.61:8080,KH,Unknown
http://103.118.46.176:8080,KH,Unknown
http://103.118.47.205:8080,KH,Phnom Penh
http://103.118.44.218:8080,KH,Unknown
http://203.95.196.115:8080,KH,Unknown
http://50.114.33.176:8080,KH,Unknown
http://67.43.228.250:2849,KH,Unknown
socks5://124.248.177.44:1080,KH,Phnom Penh
