socks5://154.197.69.137:1080,TH,Unknown
socks5://154.197.69.137:1081,TH,Unknown
socks4://159.192.121.240:4145,TH,Unknown
socks4://61.7.147.227:4145,TH,Unknown
socks4://1.20.227.66:4145,TH,Unknown
socks4://118.174.143.38:4153,TH,Unknown
socks4://159.192.139.42:5678,TH,Unknown
socks4://110.77.149.227:4153,TH,Unknown
socks4://125.25.82.207:5678,TH,Unknown
socks4://203.150.113.59:14153,TH,Unknown
socks4://49.229.36.170:4153,TH,Unknown
http://118.175.30.26:8080,TH,Unknown
http://110.49.53.69:8081,TH,Unknown
http://125.27.192.162:8081,TH,Unknown
http://203.172.201.226:8080,TH,Unknown
http://203.172.136.211:8080,TH,Unknown
http://103.153.202.125:8080,TH,Unknown
http://61.91.202.211:8080,TH,Unknown
http://49.229.100.42:8080,TH,Unknown
http://125.27.218.12:8080,TH,Unknown
http://27.131.146.251:3128,TH,Unknown
http://72.10.160.90:25783,TH,Unknown
http://171.4.177.114:8080,TH,Unknown
http://49.48.93.141:8080,TH,Unknown
http://101.51.144.214:8080,TH,Unknown
http://223.204.53.111:8080,TH,Unknown
http://72.10.164.178:29639,TH,Unknown
http://72.10.164.178:1415,TH,Unknown
