socks5://186.137.21.165:6881,AR,Unknown
socks4://181.28.137.18:5678,AR,Unknown
socks4://200.81.122.235:4153,AR,Unknown
socks4://179.40.18.34:5678,AR,Unknown
http://186.65.109.21:443,AR,Unknown
http://209.13.186.20:443,AR,Unknown
http://181.16.201.58:8091,AR,Unknown
http://181.16.201.58:8097,AR,Unknown
http://152.169.106.145:8080,AR,Unknown
http://191.97.96.86:8080,AR,Unknown
http://187.102.219.42:999,AR,Unknown
http://45.65.225.17:999,AR,Unknown
http://187.102.219.34:999,AR,Unknown
http://181.209.72.173:999,AR,Unknown
