http://103.245.109.57:39355,BD,Unknown
http://119.18.147.179:96,BD,Unknown
http://203.76.98.21:45958,BD,Unknown
http://123.200.7.110:8080,BD,Unknown
http://175.29.125.242:8080,BD,Unknown
http://103.161.69.252:2698,BD,Unknown
http://103.161.69.17:2698,BD,Unknown
http://103.129.202.210:8070,BD,Unknown
http://45.124.15.90:8080,BD,Unknown
http://123.200.3.125:2314,BD,Unknown
http://113.11.127.179:64300,BD,Unknown
http://157.119.50.142:8082,BD,Unknown
http://113.212.111.4:80,BD,Unknown
http://103.250.70.190:9107,BD,Unknown
http://202.191.127.34:1121,BD,Unknown
http://103.119.101.59:8080,BD,Unknown
http://103.189.11.141:8888,BD,Unknown
http://119.148.14.201:60724,BD,Unknown
http://59.153.18.93:20909,BD,Unknown
http://43.225.151.30:20505,BD,Unknown
http://59.153.18.230:20909,BD,Unknown
http://59.153.19.34:20909,BD,Unknown
http://202.5.37.155:8090,BD,Unknown
http://202.5.56.227:11726,BD,Unknown
http://202.5.33.33:1101,BD,Unknown
http://202.53.172.75:1127,BD,Unknown
http://27.147.248.57:7735,BD,Unknown
