socks5://89.46.249.148:9969,GB,Unknown
socks5://89.46.249.184:8094,GB,Unknown
socks5://89.46.249.170:8070,GB,Unknown
socks5://152.53.171.242:12889,GB,Unknown
socks5://89.46.249.190:8070,GB,Unknown
socks5://89.46.249.248:8094,GB,Unknown
socks5://62.60.131.191:4147,GB,Unknown
socks5://36.255.98.160:4867,GB,Unknown
socks5://89.46.249.177:8070,GB,Unknown
socks5://89.46.249.228:8098,GB,Unknown
socks5://152.53.171.242:14049,GB,Unknown
socks5://152.53.171.242:10814,GB,Unknown
http://193.36.118.210:9443,GB,Unknown
http://23.106.56.43:19881,GB,Unknown
http://23.106.56.19:7579,GB,Unknown
http://23.106.56.11:7714,GB,Unknown
http://84.17.50.157:9443,GB,Unknown
http://23.106.56.35:16927,GB,Unknown
http://84.17.50.193:9443,GB,Unknown
http://23.106.56.52:15767,GB,Unknown
http://23.106.56.54:6157,GB,Unknown
http://84.17.50.129:9443,GB,Unknown
http://37.120.233.34:9443,GB,Unknown
http://37.120.233.50:9443,GB,Unknown
http://165.232.97.74:443,GB,Unknown
http://89.43.133.165:8080,GB,Unknown
http://38.60.196.214:80,GB,Unknown
http://89.43.133.151:8080,GB,Unknown
http://109.224.242.252:8080,GB,Unknown
http://217.28.18.4:8104,GB,Unknown
http://38.156.75.142:8080,GB,Unknown
http://132.145.38.232:8080,GB,Unknown
http://164.38.155.21:80,GB,
http://134.209.29.120:8080,GB,London
http://185.170.166.96:80,GB,
socks5://134.209.29.120:1080,GB,Slough
