socks5://121.169.46.116:1090,KR,Unknown
http://1.234.23.159:443,KR,Unknown
http://8.213.151.128:3128,KR,Unknown
http://211.230.49.122:3128,KR,Seo-gu
http://183.110.216.159:8090,KR,Unknown
http://211.38.188.120:9080,KR,Unknown
http://183.110.216.159:8091,KR,Unknown
http://219.249.37.107:80,KR,Unknown
http://175.196.233.22:9090,KR,Unknown
http://175.215.60.67:3172,KR,Unknown
http://220.84.180.217:3076,KR,Unknown
http://125.135.190.164:3184,KR,Unknown
http://221.153.152.43:80,KR,Suwon
http://183.110.216.128:8090,KR,
http://43.200.30.144:80,KR,Incheon
