socks5://187.63.9.62:63253,BR,Unknown
socks5://152.53.171.242:14723,BR,Unknown
socks5://38.54.57.26:20002,BR,Unknown
socks4://168.232.213.9:4153,BR,Unknown
socks4://45.6.101.98:4153,BR,Unknown
socks4://45.170.123.1:4153,BR,Unknown
socks4://45.172.202.84:1080,BR,Unknown
http://134.65.238.25:3128,BR,Unknown
http://47.243.181.85:41799,BR,Unknown
http://47.243.181.85:41795,BR,Unknown
http://47.243.181.85:41797,BR,Unknown
http://47.243.181.85:41804,BR,Unknown
http://191.252.204.220:8080,BR,Unknown
http://187.84.176.20:8080,BR,Unknown
http://186.235.201.10:8080,BR,Unknown
http://138.99.94.51:8080,BR,Unknown
http://149.78.206.146:3600,BR,Unknown
http://177.130.104.106:33333,BR,Unknown
http://187.49.178.237:8080,BR,Unknown
http://191.37.66.225:8080,BR,Unknown
http://200.174.198.32:8888,BR,Unknown
http://179.185.89.251:8080,BR,Unknown
http://177.139.193.9:8080,BR,Unknown
http://179.185.75.94:8080,BR,Unknown
